Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
UPL,UPL LTD,Materials,Equity,"17,172,087.87",0.07,"17,172,087.87","1,991,390.00",8.62,India,National Stock Exchange Of India,USD,79.18,INR,-
836,CHINA RESOURCES POWER LTD,Utilities,Equity,"17,151,868.65",0.07,"17,151,868.65","7,816,999.00",2.19,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
6030,CITIC SECURITIES COMPANY LTD H,Financials,Equity,"17,107,417.00",0.07,"17,107,417.00","7,879,100.00",2.17,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
151,WANT WANT CHINA HOLDINGS LTD,Consumer Staples,Equity,"17,034,537.24",0.07,"17,034,537.24","19,835,000.00",0.86,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
3323,CHINA NATIONAL BUILDING MATERIAL L,Materials,Equity,"17,026,089.28",0.07,"17,026,089.28","15,610,000.00",1.09,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2327,YAGEO CORP,Information Technology,Equity,"16,970,387.62",0.07,"16,970,387.62","1,737,861.00",9.77,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
TENAGA,TENAGA NASIONAL,Utilities,Equity,"16,953,739.39",0.07,"16,953,739.39","9,431,050.00",1.8,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
BBDC3,BANCO BRADESCO SA,Financials,Equity,"16,922,614.37",0.07,"16,922,614.37","6,263,245.00",2.7,Brazil,XBSP,USD,5.34,BRL,-
DIB,DB ISLAMIC BANK,Financials,Equity,"16,876,760.21",0.07,"16,876,760.21","11,416,056.00",1.48,United Arab Emirates,Dubai Financial Market,USD,3.67,AED,-
2409,AUO CORP,Information Technology,Equity,"16,594,523.49",0.06,"16,594,523.49","32,534,000.00",0.51,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
CLS,CLICKS GROUP LTD,Consumer Staples,Equity,"16,480,896.09",0.06,"16,480,896.09","980,191.00",16.81,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
DABUR,DABUR INDIA LTD,Consumer Staples,Equity,"16,419,825.04",0.06,"16,419,825.04","2,391,795.00",6.87,India,National Stock Exchange Of India,USD,79.18,INR,-
BDO,BDO UNIBANK INC,Financials,Equity,"16,345,338.48",0.06,"16,345,338.48","7,878,931.00",2.07,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
1171,YANKUANG ENERGY GROUP COMPANY LTD,Energy,Equity,"16,273,099.69",0.06,"16,273,099.69","6,154,800.00",2.64,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,01-Jan-98
CSAN3,COSAN INDUSTRIA E COMERCIO SA,Energy,Equity,"16,062,724.45",0.06,"16,062,724.45","4,876,380.00",3.29,Brazil,XBSP,USD,5.34,BRL,-
REM,REMGRO LTD,Financials,Equity,"15,986,385.84",0.06,"15,986,385.84","2,063,246.00",7.75,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
3481,INNOLUX CORP,Information Technology,Equity,"15,865,336.37",0.06,"15,865,336.37","39,730,002.00",0.4,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
RADL3,RAIA DROGASIL SA,Consumer Staples,Equity,"15,837,515.46",0.06,"15,837,515.46","4,226,241.00",3.75,Brazil,XBSP,USD,5.34,BRL,-
SRF,SRF LTD,Materials,Equity,"15,838,418.40",0.06,"15,838,418.40","604,977.00",26.18,India,National Stock Exchange Of India,USD,79.18,INR,-
CHILE,BANCO DE CHILE,Financials,Equity,"15,798,434.29",0.06,"15,798,434.29","184,801,789.00",0.09,Chile,Santiago Stock Exchange,USD,968.2,CLP,-
GULF.R,GULF ENERGY DEVELOPMENT PCL NON-VO,Utilities,Equity,"15,670,999.45",0.06,"15,670,999.45","11,987,900.00",1.31,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
TATAPOWER,TATA POWER LTD,Utilities,Equity,"15,662,656.05",0.06,"15,662,656.05","5,780,053.00",2.71,India,National Stock Exchange Of India,USD,79.18,INR,-
ZAIN,MOBILE TEL,Communication,Equity,"15,631,520.37",0.06,"15,631,520.37","8,131,829.00",1.92,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
HAVELLS,HAVELLS INDIA LTD,Industrials,Equity,"15,601,816.91",0.06,"15,601,816.91","1,010,837.00",15.43,India,National Stock Exchange Of India,USD,79.18,INR,-
6186,CHINA FEIHE LTD,Consumer Staples,Equity,"15,511,892.76",0.06,"15,511,892.76","14,339,000.00",1.08,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
ONGC,OIL AND NATURAL GAS LTD,Energy,Equity,"15,491,227.31",0.06,"15,491,227.31","9,931,476.00",1.56,India,National Stock Exchange Of India,USD,79.18,INR,-
HEROMOTOCO,HERO MOTOCORP LTD,Consumer Discretionary,Equity,"15,465,263.62",0.06,"15,465,263.62","431,239.00",35.86,India,National Stock Exchange Of India,USD,79.18,INR,-
RAIL3,RUMO SA,Industrials,Equity,"15,312,054.85",0.06,"15,312,054.85","5,069,506.00",3.02,Brazil,XBSP,USD,5.34,BRL,-
2202,CHINA VANKE LTD H,Real Estate,Equity,"15,308,349.78",0.06,"15,308,349.78","6,349,931.00",2.41,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2301,LITE ON TECHNOLOGY CORP,Information Technology,Equity,"15,298,672.70",0.06,"15,298,672.70","7,984,246.00",1.92,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
BBNI,BANK NEGARA INDONESIA,Financials,Equity,"15,224,567.72",0.06,"15,224,567.72","30,040,476.00",0.51,Indonesia,Indonesia Stock Exchange,USD,"14,996.00",IDR,-
CBQK,COMMERCIAL BANK OF QATAR,Financials,Equity,"15,170,178.74",0.06,"15,170,178.74","8,376,952.00",1.81,Qatar,Qatar Exchange,USD,3.64,QAR,-
11070,LG INNOTEK LTD,Information Technology,Equity,"15,157,260.24",0.06,"15,157,260.24","57,858.00",261.97,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
TLEVISACPO,GRUPO TELEVISA,Communication,Equity,"15,114,918.29",0.06,"15,114,918.29","9,473,700.00",1.6,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
998,CHINA CITIC BANK CORP LTD H,Financials,Equity,"15,105,161.66",0.06,"15,105,161.66","35,072,800.00",0.43,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2345,ACCTON TECHNOLOGY CORP,Information Technology,Equity,"15,055,771.81",0.06,"15,055,771.81","2,021,000.00",7.45,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
2380,CHINA POWER INTERNATIONAL DEVELOPM,Utilities,Equity,"15,020,210.12",0.06,"15,020,210.12","22,368,000.00",0.67,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
1772,GANFENG LITHIUM LTD H,Materials,Equity,"14,964,051.45",0.06,"14,964,051.45","1,435,680.00",10.42,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
DSY,DISCOVERY LTD,Financials,Equity,"14,914,350.33",0.06,"14,914,350.33","1,981,505.00",7.53,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,Industrials,Equity,"14,914,562.66",0.06,"14,914,562.66","777,710.00",19.18,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
66970,L&F LTD,Information Technology,Equity,"14,859,935.30",0.06,"14,859,935.30","92,723.00",160.26,Korea (South),Korea Exchange (Kosdaq),USD,"1,299.75",KRW,-
EA.R,ENERGY ABSOLUTE NON-VOTING DR PCL,Utilities,Equity,"14,787,723.75",0.06,"14,787,723.75","6,830,700.00",2.16,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
AGLTY,THE PUBLIC WAREHOUSING (AGILITY),Industrials,Equity,"14,785,265.45",0.06,"14,785,265.45","5,873,036.00",2.52,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
BEL,BHARAT ELECTRONICS LTD,Industrials,Equity,"14,748,921.98",0.06,"14,748,921.98","4,934,563.00",2.99,India,National Stock Exchange Of India,USD,79.18,INR,-
601888,CHINA TOURISM GROUP DUTY FREE CORP,Consumer Discretionary,Equity,"14,674,232.65",0.06,"14,674,232.65","469,532.00",31.25,China,Shanghai Stock Exchange,USD,6.71,CNY,-
316,ORIENT OVERSEAS (INTERNATIONAL) LT,Industrials,Equity,"14,638,795.62",0.06,"14,638,795.62","527,000.00",27.78,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
ICICIGI,ICICI LOMBARD GENERAL INSURANCE CO,Financials,Equity,"14,630,639.22",0.06,"14,630,639.22","906,132.00",16.15,India,National Stock Exchange Of India,USD,79.18,INR,-
4938,PEGATRON CORP,Information Technology,Equity,"14,615,307.85",0.06,"14,615,307.85","7,681,414.00",1.9,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
PZU,PZU SA,Financials,Equity,"14,589,714.52",0.06,"14,589,714.52","2,296,757.00",6.35,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
601166,INDUSTRIAL BANK LTD A,Financials,Equity,"14,530,446.17",0.06,"14,530,446.17","5,065,622.00",2.87,China,Shanghai Stock Exchange,USD,6.71,CNY,-
322,TINGYI (CAYMAN ISLANDS) HOLDINGS C,Consumer Staples,Equity,"14,487,981.09",0.06,"14,487,981.09","8,064,000.00",1.8,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
BOUBYAN,BOUBYAN BANK,Financials,Equity,"14,453,580.44",0.06,"14,453,580.44","5,704,433.00",2.53,Kuwait,Kuwait Stock Exchange,USD,0.31,KWD,-
PMETAL,PRESS METAL ALUMINIUM HOLDINGS,Materials,Equity,"14,393,602.98",0.06,"14,393,602.98","14,926,200.00",0.96,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
COALINDIA,COAL INDIA LTD,Energy,Equity,"14,364,235.49",0.06,"14,364,235.49","6,114,550.00",2.35,India,National Stock Exchange Of India,USD,79.18,INR,-
BVT,BIDVEST GROUP LTD,Industrials,Equity,"14,354,555.80",0.06,"14,354,555.80","1,128,108.00",12.72,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
VBBR3,VIBRA ENERGIA SA,Consumer Discretionary,Equity,"14,343,159.68",0.06,"14,343,159.68","4,625,344.00",3.1,Brazil,XBSP,USD,5.34,BRL,-
DNP,DINO POLSKA SA,Consumer Staples,Equity,"14,337,007.95",0.06,"14,337,007.95","200,114.00",71.64,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
SM,SM INVESTMENTS CORP,Industrials,Equity,"14,319,726.15",0.06,"14,319,726.15","951,142.00",15.06,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
6770,POWERCHIP SEMICONDUCTOR MANUFACTUR,Information Technology,Equity,"14,316,241.61",0.06,"14,316,241.61","10,560,000.00",1.36,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
3888,KINGSOFT CORP LTD,Communication,Equity,"14,278,808.11",0.06,"14,278,808.11","3,891,000.00",3.67,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
ADNOCDIST,ABU DHABI NATIONAL OIL COMPANY FOR,Consumer Discretionary,Equity,"14,253,172.02",0.05,"14,253,172.02","12,318,262.00",1.16,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-
TME,TENCENT MUSIC ENTERTAINMENT GROUP,Communication,Equity,"14,212,358.70",0.05,"14,212,358.70","2,786,737.00",5.1,China,New York Stock Exchange Inc.,USD,1,USD,-
GDS,GDS HOLDINGS LIMITED ADR REPRESENT,Information Technology,Equity,"14,161,308.00",0.05,"14,161,308.00","433,200.00",32.69,China,NASDAQ,USD,1,USD,-
NAUKRI,INFO EDGE INDIA LTD,Communication,Equity,"14,129,270.59",0.05,"14,129,270.59","284,871.00",49.6,India,National Stock Exchange Of India,USD,79.18,INR,-
CPN.R,CENTRAL PATTANA NON-VOTING DR PCL,Real Estate,Equity,"14,081,728.45",0.05,"14,081,728.45","8,111,300.00",1.74,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
NPH,NORTHAM PLATINUM HLDGS LTD,Materials,Equity,"14,024,463.12",0.05,"14,024,463.12","1,369,152.00",10.24,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
7020,ETIHAD ETISALAT,Communication,Equity,"14,013,776.45",0.05,"14,013,776.45","1,511,716.00",9.27,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
ICT,INTERNATIONAL CONTAINER TERMINAL S,Industrials,Equity,"14,008,909.45",0.05,"14,008,909.45","4,217,720.00",3.32,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
300760,SHENZHEN MINDRAY BIO-MEDICAL ELECT,Health Care,Equity,"13,998,472.46",0.05,"13,998,472.46","297,032.00",47.13,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
TATAELXSI,TATA ELXSI LTD,Information Technology,Equity,"13,925,440.27",0.05,"13,925,440.27","136,407.00",102.09,India,National Stock Exchange Of India,USD,79.18,INR,-
BPCL,BHARAT PETROLEUM LTD,Energy,Equity,"13,913,012.28",0.05,"13,913,012.28","3,344,202.00",4.16,India,National Stock Exchange Of India,USD,79.18,INR,-
586,CHINA CONCH VENTURE HOLDINGS LTD,Industrials,Equity,"13,878,074.17",0.05,"13,878,074.17","6,617,000.00",2.1,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2474,CATCHER TECHNOLOGY LTD,Information Technology,Equity,"13,873,603.69",0.05,"13,873,603.69","2,600,210.00",5.34,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,Financials,Equity,"13,841,385.77",0.05,"13,841,385.77","8,875,100.00",1.56,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
18260,SAMSUNG SDS LTD,Information Technology,Equity,"13,748,570.11",0.05,"13,748,570.11","133,356.00",103.1,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
PAGEIND,PAGE INDUSTRIES LTD,Consumer Discretionary,Equity,"13,672,429.66",0.05,"13,672,429.66","24,595.00",555.9,India,National Stock Exchange Of India,USD,79.18,INR,-
32830,SAMSUNG LIFE LTD,Financials,Equity,"13,634,299.67",0.05,"13,634,299.67","300,359.00",45.39,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2888,SHIN KONG FINANCIAL HOLDING LTD,Financials,Equity,"13,584,058.66",0.05,"13,584,058.66","47,568,149.00",0.29,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
3490,KOREAN AIR LINES LTD,Industrials,Equity,"13,572,012.46",0.05,"13,572,012.46","687,728.00",19.73,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
3908,CHINA INTERNATIONAL CAPITAL CORP L,Financials,Equity,"13,542,046.24",0.05,"13,542,046.24","6,617,600.00",2.05,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
1102,ASIA CEMENT CORP,Materials,Equity,"13,536,225.72",0.05,"13,536,225.72","9,199,077.00",1.47,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
CHOLAFIN,CHOLAMANDALAM INVESTMENT AND FINAN,Financials,Equity,"13,518,755.60",0.05,"13,518,755.60","1,666,715.00",8.11,India,National Stock Exchange Of India,USD,79.18,INR,-
6505,FORMOSA PETROCHEMICAL CORP,Energy,Equity,"13,503,087.25",0.05,"13,503,087.25","4,496,000.00",3,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
1099,SINOPHARM GROUP LTD H,Health Care,Equity,"13,472,076.25",0.05,"13,472,076.25","5,455,600.00",2.47,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
600809,SHANXI XINGHUACUN FEN WINE FACTORY,Consumer Staples,Equity,"13,467,580.00",0.05,"13,467,580.00","301,200.00",44.71,China,Shanghai Stock Exchange,USD,6.71,CNY,-
ALI,AYALA LAND INC,Real Estate,Equity,"13,420,976.72",0.05,"13,420,976.72","28,771,700.00",0.47,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
MPHC,MESAIEED PETROCHEMICAL HOLDING,Materials,Equity,"13,390,573.00",0.05,"13,390,573.00","18,901,209.00",0.71,Qatar,Qatar Exchange,USD,3.64,QAR,-
1209,CHINA RESOURCES MIXC LIFESTYLE SER,Real Estate,Equity,"13,387,844.11",0.05,"13,387,844.11","2,732,600.00",4.9,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
241,ALIBABA HEALTH INFORMATION TECH LT,Consumer Discretionary,Equity,"13,386,229.70",0.05,"13,386,229.70","18,660,000.00",0.72,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
KGH,KGHM POLSKA MIEDZ SA,Materials,Equity,"13,385,220.42",0.05,"13,385,220.42","563,161.00",23.77,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
BBSE3,BB SEGURIDADE SA,Financials,Equity,"13,260,643.26",0.05,"13,260,643.26","2,779,735.00",4.77,Brazil,XBSP,USD,5.34,BRL,-
ADIB,ABU DHABI ISLAMIC BANK,Financials,Equity,"13,205,182.61",0.05,"13,205,182.61","6,062,912.00",2.18,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-
MDKA,MERDEKA COPPER GOLD,Materials,Equity,"13,197,789.99",0.05,"13,197,789.99","51,809,963.00",0.25,Indonesia,Indonesia Stock Exchange,USD,"14,996.00",IDR,-
10950,S-OIL CORP,Energy,Equity,"13,178,547.64",0.05,"13,178,547.64","183,983.00",71.63,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
HTO,HELLENIC TELECOMMUNICATIONS ORGANI,Communication,Equity,"13,166,549.17",0.05,"13,166,549.17","800,152.00",16.46,Greece,Athens Exchange S.A. Cash Market,USD,0.98,EUR,-
PFBCOLOM,BANCOLOMBIA PREF SA,Financials,Equity,"13,039,190.23",0.05,"13,039,190.23","1,806,285.00",7.22,Colombia,Bolsa De Valores De Colombia,USD,"4,374.70",COP,-
WHL,WOOLWORTHS HOLDING LTD,Consumer Discretionary,Equity,"13,006,788.04",0.05,"13,006,788.04","3,999,289.00",3.25,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
APN,ASPEN PHARMACARE LTD,Health Care,Equity,"12,993,097.06",0.05,"12,993,097.06","1,529,123.00",8.5,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
2280,ALMARAI,Consumer Staples,Equity,"12,978,411.56",0.05,"12,978,411.56","946,038.00",13.72,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
ZLAB,ZAI LABORATORY ADR REPRESENTING LT,Health Care,Equity,"12,978,806.40",0.05,"12,978,806.40","340,830.00",38.08,China,NASDAQ,USD,1,USD,-
BAJAJ.AUTO,BAJAJ AUTO LTD,Consumer Discretionary,Equity,"12,906,461.70",0.05,"12,906,461.70","269,236.00",47.94,India,National Stock Exchange Of India,USD,79.18,INR,-
MARICO,MARICO LTD,Consumer Staples,Equity,"12,895,651.78",0.05,"12,895,651.78","2,046,151.00",6.3,India,National Stock Exchange Of India,USD,79.18,INR,-
10130,KOREA ZINC INC,Materials,Equity,"12,839,838.82",0.05,"12,839,838.82","36,319.00",353.53,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
MCDOWELL.N,UNITED SPIRITS LTD,Consumer Staples,Equity,"12,825,493.95",0.05,"12,825,493.95","1,245,981.00",10.29,India,National Stock Exchange Of India,USD,79.18,INR,-
135,KUNLUN ENERGY LTD,Utilities,Equity,"12,803,817.51",0.05,"12,803,817.51","15,950,000.00",0.8,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
FUNO11,FIBRA UNO ADMINISTRACION REIT SA,Real Estate,Equity,"12,793,297.71",0.05,"12,793,297.71","12,508,800.00",1.02,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
1402,FAR EASTERN NEW CENTURY CORP,Industrials,Equity,"12,722,514.94",0.05,"12,722,514.94","12,055,038.00",1.06,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
6409,VOLTRONIC POWER TECHNOLOGY CORP,Industrials,Equity,"12,719,798.66",0.05,"12,719,798.66","266,000.00",47.82,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
HYPE3,HYPERMARCAS SA,Health Care,Equity,"12,706,311.05",0.05,"12,706,311.05","1,694,069.00",7.5,Brazil,XBSP,USD,5.34,BRL,-
568,LUZHOU LAO JIAO LTD A,Consumer Staples,Equity,"12,707,152.71",0.05,"12,707,152.71","362,239.00",35.08,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
270,GUANGDONG INVESTMENT LTD,Utilities,Equity,"12,649,658.86",0.05,"12,649,658.86","11,932,110.00",1.06,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2082,ACWA POWER CO,Utilities,Equity,"12,592,513.27",0.05,"12,592,513.27","320,273.00",39.32,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
COMI,COMMERCIAL INTERNATIONAL BANK,Financials,Equity,"12,567,725.58",0.05,"12,567,725.58","6,666,896.00",1.89,Egypt,Egyptian Exchange,USD,18.89,EGP,-
SRTRANSFIN,SHRIRAM TRANSPORT FINANCE COMPANY,Financials,Equity,"12,561,744.58",0.05,"12,561,744.58","760,246.00",16.52,India,National Stock Exchange Of India,USD,79.18,INR,-
2290,YANBU NATIONAL PETROCHEMICALS,Materials,Equity,"12,459,080.71",0.05,"12,459,080.71","975,420.00",12.77,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
603288,FOSHAN HAI TIAN FLAVOURING & FOOD,Consumer Staples,Equity,"12,378,309.65",0.05,"12,378,309.65","941,440.00",13.15,China,Shanghai Stock Exchange,USD,6.71,CNY,-
3606,FUYAO GLASS INDUSTRY GROUP LTD H,Consumer Discretionary,Equity,"12,370,971.13",0.05,"12,370,971.13","2,427,200.00",5.1,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
OMU,OLD MUTUAL LIMITED LTD,Financials,Equity,"12,368,286.46",0.05,"12,368,286.46","18,705,917.00",0.66,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
6488,GLOBALWAFERS LTD,Information Technology,Equity,"12,307,080.54",0.05,"12,307,080.54","866,000.00",14.21,Taiwan,Gretai Securities Market,USD,29.8,TWD,-
UNTR,UNITED TRACTORS,Energy,Equity,"12,268,636.74",0.05,"12,268,636.74","6,871,353.00",1.79,Indonesia,Indonesia Stock Exchange,USD,"14,996.00",IDR,-
1044,HENGAN INTERNATIONAL GROUP LTD,Consumer Staples,Equity,"12,213,913.01",0.05,"12,213,913.01","2,619,000.00",4.66,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2714,MUYUAN FOODS LTD A,Consumer Staples,Equity,"12,129,184.50",0.05,"12,129,184.50","1,304,939.00",9.29,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
300059,EAST MONEY INFORMATION LTD A,Financials,Equity,"12,109,416.49",0.05,"12,109,416.49","3,296,999.00",3.67,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
PEO,BANK PEKAO SA,Financials,Equity,"12,063,352.63",0.05,"12,063,352.63","717,184.00",16.82,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
2238,GUANGZHOU AUTOMOBILE GROUP LTD H,Consumer Discretionary,Equity,"12,039,268.04",0.05,"12,039,268.04","11,751,838.00",1.02,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
4002,AL MOUWASAT MEDICAL SERVICES,Health Care,Equity,"12,025,692.59",0.05,"12,025,692.59","200,642.00",59.94,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
9830,HANWHA SOLUTIONS CORP,Materials,Equity,"11,999,318.52",0.05,"11,999,318.52","455,361.00",26.35,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
4966,PARADE TECHNOLOGIES LTD,Information Technology,Equity,"11,976,342.28",0.05,"11,976,342.28","309,000.00",38.76,Taiwan,Gretai Securities Market,USD,29.8,TWD,-
2324,COMPAL ELECTRONICS INC,Information Technology,Equity,"11,968,460.01",0.05,"11,968,460.01","16,473,908.00",0.73,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
1066,SHANDONG WEIGAO GP MEDICAL POLYMER,Health Care,Equity,"11,963,440.60",0.05,"11,963,440.60","10,074,000.00",1.19,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
402340,SK SQUARE LTD,Information Technology,Equity,"11,954,218.58",0.05,"11,954,218.58","392,361.00",30.47,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
90430,AMOREPACIFIC CORP,Consumer Staples,Equity,"11,950,109.64",0.05,"11,950,109.64","115,053.00",103.87,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
MOL,MOL HUNGARIAN OIL AND GAS,Energy,Equity,"11,936,612.80",0.05,"11,936,612.80","1,638,843.00",7.28,Hungary,Budapest Stock Exchange,USD,396.51,HUF,-
EXX,EXXARO RESOURCES LTD,Energy,Equity,"11,930,895.42",0.05,"11,930,895.42","1,019,385.00",11.7,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
MINT.R,MINOR INTERNATIONAL PUBLIC NON-VOT,Consumer Discretionary,Equity,"11,854,538.11",0.05,"11,854,538.11","12,602,420.00",0.94,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
PETGAS,PETRONAS GAS,Utilities,Equity,"11,756,296.30",0.05,"11,756,296.30","3,174,200.00",3.7,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
HLBANK,HONG LEONG BANK,Financials,Equity,"11,700,116.08",0.05,"11,700,116.08","2,567,300.00",4.56,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
2338,WEICHAI POWER LTD H,Industrials,Equity,"11,680,790.01",0.05,"11,680,790.01","7,404,800.00",1.58,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
47810,KOREA AEROSPACE INDUSTRIES LTD,Industrials,Equity,"11,669,981.84",0.04,"11,669,981.84","304,274.00",38.35,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
9945,RUENTEX DEVELOPMENT LTD,Real Estate,Equity,"11,579,578.22",0.04,"11,579,578.22","4,860,161.00",2.38,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
2350,SAUDI KAYAN PETROCHEMICAL,Materials,Equity,"11,568,547.80",0.04,"11,568,547.80","2,958,333.00",3.91,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
AC*,ARCA CONTINENTAL,Consumer Staples,Equity,"11,561,827.74",0.04,"11,561,827.74","1,738,236.00",6.65,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
ATHM,AUTOHOME ADS REPRESENTING INC CLA,Communication,Equity,"11,537,116.52",0.04,"11,537,116.52","302,732.00",38.11,China,New York Stock Exchange Inc.,USD,1,USD,-
323410,KAKAOBANK CORP,Financials,Equity,"11,534,868.44",0.04,"11,534,868.44","472,203.00",24.43,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
600309,WANHUA CHEMICAL GROUP LTD A,Materials,Equity,"11,442,506.40",0.04,"11,442,506.40","815,991.00",14.02,China,Shanghai Stock Exchange,USD,6.71,CNY,-
