iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 10, 2022"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"191,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","1,778,561.88","0.01","1,778,561.88","84,332.00","21.09","United States","NASDAQ","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","1,767,020.00","0.01","1,767,020.00","133,360.00","13.25","United States","NASDAQ","USD","1.00","USD","-"
"TAH","TABCORP HOLDINGS LTD","Consumer Discretionary","Equity","1,766,279.03","0.01","1,766,279.03","467,836.00","3.78","Australia","Asx - All Markets","USD","1.36","AUD","-"
"SMIN","SMITHS GROUP PLC","Industrials","Equity","1,763,937.38","0.01","1,763,937.38","95,971.00","18.38","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"EA.R","ENERGY ABSOLUTE NON-VOTING DR PCL","Utilities","Equity","1,764,023.68","0.01","1,764,023.68","685,900.00","2.57","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"PTTEP.R","PTT EXPLORATION AND PRODUCTION NON","Energy","Equity","1,758,574.55","0.01","1,758,574.55","397,900.00","4.42","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"WRT1V","WARTSILA","Industrials","Equity","1,755,665.58","0.01","1,755,665.58","165,632.00","10.60","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.91","EUR","-"
"CAE","CAE INC","Industrials","Equity","1,754,680.56","0.01","1,754,680.56","68,870.00","25.48","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"1816","CGN POWER LTD H","Utilities","Equity","1,754,058.75","0.01","1,754,058.75","6,382,000.00","0.27","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"001979","CHINA MERCHANTS SHEKOU INDUSTRIAL","Real Estate","Equity","1,754,121.14","0.01","1,754,121.14","795,122.00","2.21","China","Shenzhen Stock Exchange","USD","6.32","CNY","-"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Real Estate","Equity","1,751,230.11","0.01","1,751,230.11","1,317.00","1,329.71","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"4732","USS LTD","Consumer Discretionary","Equity","1,751,105.94","0.01","1,751,105.94","103,500.00","16.92","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","1,746,337.51","0.01","1,746,337.51","53,615.00","32.57","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"4062","IBIDEN LTD","Information Technology","Equity","1,740,568.27","0.01","1,740,568.27","36,500.00","47.69","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"AGLTY","THE PUBLIC WAREHOUSING (AGILITY)","Industrials","Equity","1,736,045.40","0.01","1,736,045.40","513,707.00","3.38","Kuwait","Kuwait Stock Exchange","USD","0.30","KWD","-"
"034020","DOOSAN HEAVY INDUSTRIES & CONSTRUC","Industrials","Equity","1,734,022.31","0.01","1,734,022.31","100,939.00","17.18","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrials","Equity","1,731,164.30","0.01","1,731,164.30","180,855.00","9.57","India","National Stock Exchange Of India","USD","76.31","INR","-"
"X","TMX GROUP LTD","Financials","Equity","1,723,682.87","0.01","1,723,682.87","16,322.00","105.60","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","1,721,646.40","0.01","1,721,646.40","199,650,724.00","0.86","Japan","-","USD","115.97","JPY","-"
"PRY","PRYSMIAN","Industrials","Equity","1,715,061.62","0.01","1,715,061.62","53,729.00","31.92","Italy","Borsa Italiana","USD","0.91","EUR","-"
"NEXI","NEXI","Information Technology","Equity","1,711,826.60","0.01","1,711,826.60","152,988.00","11.19","Italy","Borsa Italiana","USD","0.91","EUR","-"
"VCX","VICINITY CENTRES","Real Estate","Equity","1,713,316.27","0.01","1,713,316.27","1,307,884.00","1.31","Australia","Asx - All Markets","USD","1.36","AUD","-"
"KINV B","KINNEVIK CLASS B","Financials","Equity","1,708,702.36","0.01","1,708,702.36","70,631.00","24.19","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Consumer Discretionary","Equity","1,698,615.96","0.01","1,698,615.96","40,200.00","42.25","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","1,695,925.02","0.01","1,695,925.02","96,469.00","17.58","United States","NASDAQ","USD","1.00","USD","-"
"2328","PICC PROPERTY AND CASUALTY LTD H","Financials","Equity","1,696,742.77","0.01","1,696,742.77","1,726,000.00","0.98","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"2301","LITE ON TECHNOLOGY CORP","Information Technology","Equity","1,693,463.61","0.01","1,693,463.61","680,000.00","2.49","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"TLEVISACPO","GRUPO TELEVISA","Communication","Equity","1,689,920.62","0.01","1,689,920.62","859,600.00","1.97","Mexico","Bolsa Mexicana De Valores","USD","20.96","MXN","-"
"GRT","GROWTHPOINT PROP LTD SHS","Real Estate","Equity","1,683,822.90","0.01","1,683,822.90","1,996,888.00","0.84","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"9143","SG HOLDINGS LTD","Industrials","Equity","1,683,156.12","0.01","1,683,156.12","88,400.00","19.04","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2280","ALMARAI","Consumer Staples","Equity","1,682,317.95","0.01","1,682,317.95","128,538.00","13.09","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"1928","SANDS CHINA LTD","Consumer Discretionary","Equity","1,679,809.78","0.01","1,679,809.78","696,000.00","2.41","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"7951","YAMAHA CORP","Consumer Discretionary","Equity","1,676,695.55","0.01","1,676,695.55","38,200.00","43.89","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"268","KINGDEE INT L SOFTWARE GROUP LTD","Information Technology","Equity","1,672,998.75","0.01","1,672,998.75","798,000.00","2.10","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"2897","NISSIN FOODS HOLDINGS LTD","Consumer Staples","Equity","1,670,547.15","0.01","1,670,547.15","22,500.00","74.25","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"AZJ","AURIZON HOLDINGS LTD","Industrials","Equity","1,671,889.11","0.01","1,671,889.11","638,130.00","2.62","Australia","Asx - All Markets","USD","1.36","AUD","-"
"NVAX","NOVAVAX INC","Health Care","Equity","1,667,699.88","0.01","1,667,699.88","21,444.00","77.77","United States","NASDAQ","USD","1.00","USD","-"
"9766","KONAMI HOLDINGS CORP","Communication","Equity","1,664,700.56","0.01","1,664,700.56","28,100.00","59.24","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ORI","ORICA LTD","Materials","Equity","1,661,199.06","0.01","1,661,199.06","159,408.00","10.42","Australia","Asx - All Markets","USD","1.36","AUD","-"
"JMAT","JOHNSON MATTHEY PLC","Materials","Equity","1,659,859.65","0.01","1,659,859.65","67,037.00","24.76","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"EVN","EVOLUTION MINING LTD","Materials","Equity","1,660,550.72","0.01","1,660,550.72","509,331.00","3.26","Australia","Asx - All Markets","USD","1.36","AUD","-"
"2587","SUNTORY BEVERAGE & FOOD LTD","Consumer Staples","Equity","1,657,715.69","0.01","1,657,715.69","41,700.00","39.75","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"NEM","NEMETSCHEK","Information Technology","Equity","1,654,848.90","0.01","1,654,848.90","20,670.00","80.06","Germany","Xetra","USD","0.91","EUR","-"
"6030","CITIC SECURITIES COMPANY LTD H","Financials","Equity","1,653,274.29","0.01","1,653,274.29","729,025.00","2.27","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrials","Equity","1,650,717.15","0.01","1,650,717.15","429,000.00","3.85","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"2333","GREAT WALL MOTOR LTD H","Consumer Discretionary","Equity","1,649,763.51","0.01","1,649,763.51","1,021,000.00","1.62","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","1,643,277.17","0.01","1,643,277.17","1,215,000.00","1.35","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"G13","GENTING SINGAPORE LTD","Consumer Discretionary","Equity","1,640,444.31","0.01","1,640,444.31","2,912,700.00","0.56","Singapore","Singapore Exchange","USD","1.36","SGD","-"
"BBAS3","BANCO DO BRASIL SA","Financials","Equity","1,640,512.03","0.01","1,640,512.03","242,981.00","6.75","Brazil","XBSP","USD","5.05","BRL","-"
"LLC","LENDLEASE GROUP STAPLED UNITS","Real Estate","Equity","1,640,624.29","0.01","1,640,624.29","208,537.00","7.87","Australia","Asx - All Markets","USD","1.36","AUD","-"
"RNO","RENAULT SA","Consumer Discretionary","Equity","1,639,063.33","0.01","1,639,063.33","65,459.00","25.04","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"259960","KRAFTON INC","Communication","Equity","1,637,781.40","0.01","1,637,781.40","6,819.00","240.18","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"ESLT","ELBIT SYSTEMS LTD","Industrials","Equity","1,636,778.80","0.01","1,636,778.80","7,992.00","204.80","Israel","Tel Aviv Stock Exchange","USD","3.27","ILS","-"
"3481","INNOLUX CORP","Information Technology","Equity","1,636,221.74","0.01","1,636,221.74","2,689,000.00","0.61","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"MNDI","MONDI PLC","Materials","Equity","1,637,222.35","0.01","1,637,222.35","88,918.00","18.41","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materials","Equity","1,628,671.30","0.01","1,628,671.30","658,823.00","2.47","Mexico","Bolsa Mexicana De Valores","USD","20.96","MXN","-"
"NTGY","NATURGY ENERGY SA","Utilities","Equity","1,624,945.10","0.01","1,624,945.10","58,919.00","27.58","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"015760","KOREA ELECTRIC POWER CORP","Utilities","Equity","1,624,872.14","0.01","1,624,872.14","81,793.00","19.87","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"CG","CARLYLE GROUP INC","Financials","Equity","1,624,248.22","0.01","1,624,248.22","38,003.00","42.74","United States","NASDAQ","USD","1.00","USD","-"
"WTB","WHITBREAD PLC","Consumer Discretionary","Equity","1,620,897.44","0.01","1,620,897.44","47,596.00","34.06","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"UHAL","AMERCO","Industrials","Equity","1,619,676.36","0.01","1,619,676.36","2,764.00","585.99","United States","NASDAQ","USD","1.00","USD","-"
"MRP","MR PRICE GROUP LTD","Consumer Discretionary","Equity","1,615,502.10","0.01","1,615,502.10","121,700.00","13.27","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"AT1","AROUNDTOWN SA","Real Estate","Equity","1,611,927.14","0.01","1,611,927.14","279,398.00","5.77","Germany","Xetra","USD","0.91","EUR","-"
"151","WANT WANT CHINA HOLDINGS LTD","Consumer Staples","Equity","1,611,597.17","0.01","1,611,597.17","1,672,000.00","0.96","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"EQTL3","EQUATORIAL ENERGIA SA","Utilities","Equity","1,609,147.24","0.01","1,609,147.24","316,235.00","5.09","Brazil","XBSP","USD","5.05","BRL","-"
"4966","PARADE TECHNOLOGIES LTD","Information Technology","Equity","1,609,404.21","0.01","1,609,404.21","25,000.00","64.38","Taiwan","Gretai Securities Market","USD","28.35","TWD","-"
"RUN","SUNRUN INC","Industrials","Equity","1,608,143.00","0.01","1,608,143.00","52,726.00","30.50","United States","NASDAQ","USD","1.00","USD","-"
"NAUKRI","INFO EDGE INDIA LTD","Communication","Equity","1,607,388.81","0.01","1,607,388.81","26,569.00","60.50","India","National Stock Exchange Of India","USD","76.31","INR","-"
"1876","BUDWEISER BREWING COMPANY APAC LTD","Consumer Staples","Equity","1,605,482.83","0.01","1,605,482.83","567,000.00","2.83","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Equity","1,604,265.19","0.01","1,604,265.19","503,431.00","3.19","Australia","Asx - All Markets","USD","1.36","AUD","-"
"AFX","CARL ZEISS MEDITEC AG","Health Care","Equity","1,601,288.58","0.01","1,601,288.58","10,635.00","150.57","Germany","Xetra","USD","0.91","EUR","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","1,600,975.79","0.01","1,600,975.79","11,587.00","138.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"7752","RICOH LTD","Information Technology","Equity","1,598,283.96","0.01","1,598,283.96","195,100.00","8.19","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2353","ACER","Information Technology","Equity","1,598,252.14","0.01","1,598,252.14","1,587,000.00","1.01","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"SKA B","SKANSKA B","Industrials","Equity","1,597,414.52","0.01","1,597,414.52","70,581.00","22.63","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"GGBR4","GERDAU PREF SA","Materials","Equity","1,591,914.07","0.01","1,591,914.07","266,320.00","5.98","Brazil","XBSP","USD","5.05","BRL","-"
"EMSN","EMS-CHEMIE HOLDING AG","Materials","Equity","1,586,638.63","0.01","1,586,638.63","1,756.00","903.55","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"UPL","UPL LTD","Materials","Equity","1,585,039.90","0.01","1,585,039.90","167,007.00","9.49","India","National Stock Exchange Of India","USD","76.31","INR","-"
"PEO","BANK PEKAO SA","Financials","Equity","1,585,058.10","0.01","1,585,058.10","67,953.00","23.33","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.34","PLN","-"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","1,584,022.89","0.01","1,584,022.89","269,740.00","5.87","China","Shenzhen Stock Exchange","USD","6.32","CNY","-"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Consumer Staples","Equity","1,583,512.27","0.01","1,583,512.27","18,400.00","86.06","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"090430","AMOREPACIFIC CORP","Consumer Staples","Equity","1,583,114.19","0.01","1,583,114.19","11,438.00","138.41","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"2007","COUNTRY GARDEN HOLDINGS LTD","Real Estate","Equity","1,582,544.88","0.01","1,582,544.88","2,198,866.00","0.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","1,580,636.40","0.01","1,580,636.40","158,700.00","9.96","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"1060","SAUDI BRITISH BANK","Financials","Equity","1,579,031.75","0.01","1,579,031.75","154,264.00","10.24","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"267","CITIC LTD","Industrials","Equity","1,574,994.25","0.01","1,574,994.25","1,441,000.00","1.09","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"BARN","BARRY CALLEBAUT AG","Consumer Staples","Equity","1,574,922.64","0.01","1,574,922.64","707.00","2,227.61","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"ONGC","OIL AND NATURAL GAS LTD","Energy","Equity","1,576,358.89","0.01","1,576,358.89","689,900.00","2.28","India","National Stock Exchange Of India","USD","76.31","INR","-"
"CSAN3","COSAN INDUSTRIA E COMERCIO SA","Energy","Equity","1,575,354.88","0.01","1,575,354.88","360,842.00","4.37","Brazil","XBSP","USD","5.05","BRL","-"
"WHL","WOOLWORTHS HOLDING LTD","Consumer Discretionary","Equity","1,573,826.72","0.01","1,573,826.72","432,630.00","3.64","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"3436","SUMCO CORP","Information Technology","Equity","1,573,560.99","0.01","1,573,560.99","102,000.00","15.43","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"RHC","RAMSAY HEALTH CARE LTD","Health Care","Equity","1,569,131.17","0.01","1,569,131.17","34,742.00","45.17","Australia","Asx - All Markets","USD","1.36","AUD","-"
"9001","TOBU RAILWAY LTD","Industrials","Equity","1,563,818.39","0.01","1,563,818.39","63,900.00","24.47","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"BALD B","FASTIGHETS BALDER B","Real Estate","Equity","1,560,241.99","0.01","1,560,241.99","26,112.00","59.75","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","1,559,796.00","0.01","1,559,796.00","47,920.00","32.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","1,557,333.88","0.01","1,557,333.88","576,000.00","2.70","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","Jan 01, 1998"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","1,552,105.10","0.01","1,552,105.10","23,114.00","67.15","United States","NASDAQ","USD","1.00","USD","-"
"GN","GN STORE NORD","Health Care","Equity","1,552,278.14","0.01","1,552,278.14","35,471.00","43.76","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.75","DKK","-"
"IVN","IVANHOE MINES LTD CLASS A","Materials","Equity","1,540,786.62","0.01","1,540,786.62","171,873.00","8.96","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","1,535,151.15","0.01","1,535,151.15","68,000.00","22.58","Taiwan","Gretai Securities Market","USD","28.35","TWD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","1,534,307.22","0.01","1,534,307.22","2,169.00","707.38","United States","NASDAQ","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","1,532,132.06","0.01","1,532,132.06","44,773.00","34.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GULF.R","GULF ENERGY DEVELOPMENT PCL NON-VO","Utilities","Equity","1,530,078.50","0.01","1,530,078.50","1,051,156.00","1.46","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"7272","YAMAHA MOTOR LTD","Consumer Discretionary","Equity","1,529,843.49","0.01","1,529,843.49","76,900.00","19.89","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"TENAGA","TENAGA NASIONAL","Utilities","Equity","1,531,036.95","0.01","1,531,036.95","712,400.00","2.15","Malaysia","Bursa Malaysia","USD","4.19","MYR","-"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","1,527,354.28","0.01","1,527,354.28","53,158.00","28.73","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"006360","GS ENGINEERING & CONSTRUCTION CORP","Industrials","Equity","1,525,176.47","0.01","1,525,176.47","40,460.00","37.70","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"VER","VERBUND AG","Utilities","Equity","1,525,150.69","0.01","1,525,150.69","15,261.00","99.94","Austria","Wiener Boerse Ag","USD","0.91","EUR","-"
"600276","JIANGSU HENGRUI MEDICINE LTD A","Health Care","Equity","1,521,118.87","0.01","1,521,118.87","266,118.00","5.72","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"7261","MAZDA MOTOR CORP","Consumer Discretionary","Equity","1,517,257.79","0.01","1,517,257.79","229,100.00","6.62","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
