iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 10, 2022"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"191,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CBK","COMMERZBANK AG","Financials","Equity","2,194,795.47","0.01","2,194,795.47","317,235.00","6.92","Germany","Xetra","USD","0.91","EUR","-"
"SCHN","SCHINDLER HOLDING AG","Industrials","Equity","2,192,414.36","0.01","2,192,414.36","10,223.00","214.46","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"AC","ACCOR SA","Consumer Discretionary","Equity","2,190,985.71","0.01","2,190,985.71","74,224.00","29.52","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"BLND","BRITISH LAND REIT PLC","Real Estate","Equity","2,188,261.80","0.01","2,188,261.80","336,932.00","6.49","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"BDEV","BARRATT DEVELOPMENTS","Consumer Discretionary","Equity","2,188,993.05","0.01","2,188,993.05","311,656.00","7.02","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"TEMN","TEMENOS AG","Information Technology","Equity","2,186,065.62","0.01","2,186,065.62","23,954.00","91.26","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"3402","TORAY INDUSTRIES INC","Materials","Equity","2,185,509.42","0.01","2,185,509.42","429,200.00","5.09","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"4021","NISSAN CHEMICAL CORP","Materials","Equity","2,180,692.45","0.01","2,180,692.45","38,200.00","57.09","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"288","WH GROUP LTD","Consumer Staples","Equity","2,177,057.50","0.01","2,177,057.50","3,262,500.00","0.67","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"IHH","IHH HEALTHCARE","Health Care","Equity","2,176,307.56","0.01","2,176,307.56","1,419,600.00","1.53","Malaysia","Bursa Malaysia","USD","4.19","MYR","-"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","2,171,732.40","0.01","2,171,732.40","656,173.00","3.31","United Kingdom","London Stock Exchange","USD","0.76","GBP","Jan 02, 1985"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financials","Equity","2,171,034.93","0.01","2,171,034.93","242,535.00","8.95","Italy","Borsa Italiana","USD","0.91","EUR","-"
"603259","WUXI APPTEC LTD A","Health Care","Equity","2,171,012.38","0.01","2,171,012.38","133,859.00","16.22","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","2,154,943.43","0.01","2,154,943.43","10,229.00","210.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Health Care","Equity","2,145,161.71","0.01","2,145,161.71","34,318.00","62.51","India","National Stock Exchange Of India","USD","76.31","INR","-"
"GETI B","GETINGE B","Health Care","Equity","2,139,923.26","0.01","2,139,923.26","61,845.00","34.60","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"HFG","HELLOFRESH","Consumer Staples","Equity","2,135,130.55","0.01","2,135,130.55","51,812.00","41.21","Germany","Xetra","USD","0.91","EUR","-"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","2,130,123.75","0.01","2,130,123.75","47,060.00","45.26","Germany","Xetra","USD","0.91","EUR","-"
"JBSS3","JBS SA","Consumer Staples","Equity","2,131,041.19","0.01","2,131,041.19","304,646.00","7.00","Brazil","XBSP","USD","5.05","BRL","-"
"AOS","A O SMITH CORP","Industrials","Equity","2,120,995.62","0.01","2,120,995.62","31,842.00","66.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"000001","PING AN BANK LTD A","Financials","Equity","2,120,834.25","0.01","2,120,834.25","921,100.00","2.30","China","Shenzhen Stock Exchange","USD","6.32","CNY","-"
"MASI","MASIMO CORP","Health Care","Equity","2,115,376.64","0.01","2,115,376.64","14,956.00","141.44","United States","NASDAQ","USD","1.00","USD","-"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","2,097,142.24","0.01","2,097,142.24","245,900.00","8.53","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"PSON","PEARSON PLC","Communication","Equity","2,097,230.40","0.01","2,097,230.40","245,915.00","8.53","United Kingdom","London Stock Exchange","USD","0.76","GBP","Jan 02, 1985"
"300498","WENS FOODSTUFF GROUP LTD","Consumer Staples","Equity","2,094,970.36","0.01","2,094,970.36","673,616.00","3.11","China","Shenzhen Stock Exchange","USD","6.32","CNY","-"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","2,094,160.95","0.01","2,094,160.95","9,054.00","231.30","India","National Stock Exchange Of India","USD","76.31","INR","-"
"DISCK","DISCOVERY INC SERIES C","Communication","Equity","2,087,472.94","0.01","2,087,472.94","83,299.00","25.06","United States","NASDAQ","USD","1.00","USD","-"
"7202","ISUZU MOTORS LTD","Consumer Discretionary","Equity","2,084,565.17","0.01","2,084,565.17","166,600.00","12.51","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"TWE","TREASURY WINE ESTATES LTD","Consumer Staples","Equity","2,076,656.73","0.01","2,076,656.73","243,463.00","8.53","Australia","Asx - All Markets","USD","1.36","AUD","-"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Real Estate","Equity","2,069,746.63","0.01","2,069,746.63","476,200.00","4.35","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"LEG","LEG IMMOBILIEN N","Real Estate","Equity","2,062,610.64","0.01","2,062,610.64","17,166.00","120.16","Germany","Xetra","USD","0.91","EUR","-"
"373220","LG ENERGY SOLUTION LTD","Industrials","Equity","2,059,881.95","0.01","2,059,881.95","6,060.00","339.91","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"4904","FAR EASTONE TELECOMMUNICATIONS LTD","Communication","Equity","2,058,160.78","0.01","2,058,160.78","796,000.00","2.59","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","2,056,614.12","0.01","2,056,614.12","145,995.00","14.09","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"MRO","MELROSE INDUSTRIES PLC","Industrials","Equity","2,051,706.63","0.01","2,051,706.63","1,374,484.00","1.49","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"OC","OWENS CORNING","Industrials","Equity","2,049,622.30","0.01","2,049,622.30","23,045.00","88.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2327","YAGEO CORP","Information Technology","Equity","2,045,504.25","0.01","2,045,504.25","133,000.00","15.38","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","2,045,616.09","0.01","2,045,616.09","7,991.00","255.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIRI","SIRIUS XM HOLDINGS INC","Communication","Equity","2,042,081.98","0.01","2,042,081.98","328,309.00","6.22","United States","NASDAQ","USD","1.00","USD","-"
"5411","JFE HOLDINGS INC","Materials","Equity","2,041,964.39","0.01","2,041,964.39","143,600.00","14.22","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"1821","ESR CAYMAN LTD","Real Estate","Equity","2,036,732.03","0.01","2,036,732.03","683,800.00","2.98","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"1101","TAIWAN CEMENT CORP","Materials","Equity","2,036,735.64","0.01","2,036,735.64","1,213,013.00","1.68","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"PETGAS","PETRONAS GAS","Utilities","Equity","2,035,126.26","0.01","2,035,126.26","495,500.00","4.11","Malaysia","Bursa Malaysia","USD","4.19","MYR","-"
"HTHT","HUAZHU GROUP ADR REPRESENTING LTD","Consumer Discretionary","Equity","2,034,481.95","0.01","2,034,481.95","65,565.00","31.03","China","NASDAQ","USD","1.00","USD","-"
"NTPC","NTPC LTD","Utilities","Equity","2,034,024.36","0.01","2,034,024.36","1,167,403.00","1.74","India","National Stock Exchange Of India","USD","76.31","INR","-"
"NPH","NORTHAM PLATINUM HLDGS LTD","Materials","Equity","2,030,243.10","0.01","2,030,243.10","121,428.00","16.72","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"034730","SK INC","Industrials","Equity","2,025,052.31","0.01","2,025,052.31","10,517.00","192.55","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","2,023,672.56","0.01","2,023,672.56","49,166.00","41.16","United States","NASDAQ","USD","1.00","USD","-"
"CPU","COMPUTERSHARE","Information Technology","Equity","2,012,063.09","0.01","2,012,063.09","126,397.00","15.92","Australia","Asx - All Markets","USD","1.36","AUD","-"
"601012","LONGI GREEN ENERGY TECHNOLOGY LTD","Information Technology","Equity","2,009,947.07","0.01","2,009,947.07","155,600.00","12.92","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"8355","SHIZUOKA BANK LTD","Financials","Equity","2,007,505.71","0.01","2,007,505.71","286,700.00","7.00","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"POWERGRID","POWER GRID CORPORATION OF INDIA LT","Utilities","Equity","2,003,876.13","0.01","2,003,876.13","732,132.00","2.74","India","National Stock Exchange Of India","USD","76.31","INR","-"
"CIPLA","CIPLA LTD","Health Care","Equity","2,003,295.62","0.01","2,003,295.62","154,867.00","12.94","India","National Stock Exchange Of India","USD","76.31","INR","-"
"DCC","DCC PLC","Industrials","Equity","2,000,550.92","0.01","2,000,550.92","27,182.00","73.60","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Financials","Equity","1,998,249.95","0.01","1,998,249.95","13,231.00","151.03","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"IVZ","INVESCO LTD","Financials","Equity","1,998,898.76","0.01","1,998,898.76","99,646.00","20.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","1,997,910.18","0.01","1,997,910.18","13,594.00","146.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"600048","POLY DEVELOPMENTS AND HOLDINGS GRO","Real Estate","Equity","1,991,937.91","0.01","1,991,937.91","779,999.00","2.55","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"4755","RAKUTEN GROUP INC","Consumer Discretionary","Equity","1,990,497.13","0.01","1,990,497.13","250,900.00","7.93","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DRREDDY","DR REDDYS LABORATORIES LTD","Health Care","Equity","1,988,666.80","0.01","1,988,666.80","38,984.00","51.01","India","National Stock Exchange Of India","USD","76.31","INR","-"
"6586","MAKITA CORP","Industrials","Equity","1,982,465.40","0.01","1,982,465.40","61,900.00","32.03","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"9005","TOKYU CORP","Industrials","Equity","1,983,024.19","0.01","1,983,024.19","146,100.00","13.57","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"HLFG","HONG LEONG FINANCIAL GROUP","Financials","Equity","1,982,922.57","0.01","1,982,922.57","431,600.00","4.59","Malaysia","Bursa Malaysia","USD","4.19","MYR","-"
"6383","DAIFUKU LTD","Industrials","Equity","1,974,276.72","0.01","1,974,276.72","28,300.00","69.76","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ALI","AYALA LAND INC","Real Estate","Equity","1,973,823.50","0.01","1,973,823.50","2,804,900.00","0.70","Philippines","Philippine Stock Exchange Inc.","USD","52.15","PHP","-"
"BPAC11","BCO BTG PACTUAL UNT SA","Financials","Equity","1,971,246.06","0.01","1,971,246.06","407,368.00","4.84","Brazil","XBSP","USD","5.05","BRL","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","1,970,109.11","0.01","1,970,109.11","47,053.00","41.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWODF","TAYLOR WIMPEY PLC","Consumer Discretionary","Equity","1,970,542.34","0.01","1,970,542.34","1,148,405.00","1.72","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumer Discretionary","Equity","1,968,708.58","0.01","1,968,708.58","31,228.00","63.04","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","1,968,401.75","0.01","1,968,401.75","52,843.00","37.25","United States","NASDAQ","USD","1.00","USD","-"
"HDFCLIFE","HDFC LIFE INSURANCE COMPANY LTD","Financials","Equity","1,963,184.17","0.01","1,963,184.17","287,360.00","6.83","India","National Stock Exchange Of India","USD","76.31","INR","-"
"ELE","ENDESA SA","Utilities","Equity","1,961,750.74","0.01","1,961,750.74","96,578.00","20.31","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","1,958,246.02","0.01","1,958,246.02","66,400.00","29.49","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"HNR1","HANNOVER RUECK","Financials","Equity","1,956,059.76","0.01","1,956,059.76","12,410.00","157.62","Germany","Xetra","USD","0.91","EUR","-"
"CPF.R","CHAROEN POKPHAND FOODS NON-VOTING","Consumer Staples","Equity","1,952,824.19","0.01","1,952,824.19","2,719,800.00","0.72","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Financials","Equity","1,949,255.36","0.01","1,949,255.36","2,461,445.00","0.79","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Financials","Equity","1,943,745.00","0.01","1,943,745.00","141,248.00","13.76","India","National Stock Exchange Of India","USD","76.31","INR","-"
"SGE","SAGE GROUP PLC","Information Technology","Equity","1,939,796.91","0.01","1,939,796.91","226,132.00","8.58","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","1,935,066.61","0.01","1,935,066.61","40,000.00","48.38","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"600309","WANHUA CHEMICAL GROUP LTD A","Materials","Equity","1,933,937.82","0.01","1,933,937.82","145,653.00","13.28","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"EDV","ENDEAVOUR GROUP LTD","Consumer Staples","Equity","1,932,835.05","0.01","1,932,835.05","379,525.00","5.09","Australia","Asx - All Markets","USD","1.36","AUD","-"
"9602","TOHO (TOKYO) LTD","Communication","Equity","1,933,186.74","0.01","1,933,186.74","47,800.00","40.44","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"8473","SBI HOLDINGS INC","Financials","Equity","1,930,451.43","0.01","1,930,451.43","75,630.00","25.52","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","1,924,935.74","0.01","1,924,935.74","93,648.00","20.56","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.91","EUR","-"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrials","Equity","1,922,244.54","0.01","1,922,244.54","76,684.00","25.07","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","1,920,294.92","0.01","1,920,294.92","65,400.00","29.36","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"WN","GEORGE WESTON LTD","Consumer Staples","Equity","1,917,148.68","0.01","1,917,148.68","15,637.00","122.60","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"IQCD","INDUSTRIES QATAR","Industrials","Equity","1,918,150.07","0.01","1,918,150.07","354,590.00","5.41","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"2269","MEIJI HOLDINGS LTD","Consumer Staples","Equity","1,914,655.28","0.01","1,914,655.28","32,700.00","58.55","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","1,910,477.41","0.01","1,910,477.41","1,146,200.00","1.67","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","1,909,591.17","0.01","1,909,591.17","27,000.00","70.73","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","1,901,120.00","0.01","1,901,120.00","365,600.00","5.20","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"4151","KYOWA KIRIN LTD","Health Care","Equity","1,901,544.43","0.01","1,901,544.43","77,700.00","24.47","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"POLI","BANK HAPOALIM BM","Financials","Equity","1,901,071.68","0.01","1,901,071.68","207,863.00","9.15","Israel","Tel Aviv Stock Exchange","USD","3.27","ILS","-"
"6806","HIROSE ELECTRIC LTD","Information Technology","Equity","1,900,711.42","0.01","1,900,711.42","12,800.00","148.49","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ADANIENT","ADANI ENTERPRISES LTD","Industrials","Equity","1,900,815.41","0.01","1,900,815.41","83,221.00","22.84","India","National Stock Exchange Of India","USD","76.31","INR","-"
"AMS","ANGLO AMERICAN PLATINUM LTD","Materials","Equity","1,894,089.68","0.01","1,894,089.68","13,035.00","145.31","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"2207","HOTAI MOTOR LTD","Consumer Discretionary","Equity","1,895,304.95","0.01","1,895,304.95","90,000.00","21.06","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"ABDN","ABRDN PLC","Financials","Equity","1,893,893.09","0.01","1,893,893.09","762,061.00","2.49","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","1,890,948.08","0.01","1,890,948.08","36,533.00","51.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Information Technology","Equity","1,888,794.35","0.01","1,888,794.35","51,677.00","36.55","United States","NASDAQ","USD","1.00","USD","-"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Consumer Staples","Equity","1,886,906.16","0.01","1,886,906.16","198,813.00","9.49","India","National Stock Exchange Of India","USD","76.31","INR","-"
"8952","JAPAN REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","1,886,482.99","0.01","1,886,482.99","361.00","5,225.71","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"EMA","EMERA INC","Utilities","Equity","1,886,326.88","0.01","1,886,326.88","39,917.00","47.26","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","1,885,135.00","0.01","1,885,135.00","53,861.00","35.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","1,882,936.75","0.01","1,882,936.75","68,092.00","27.65","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"MNG","M&G PLC","Financials","Equity","1,882,673.12","0.01","1,882,673.12","653,319.00","2.88","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ALO","ALSTOM SA","Industrials","Equity","1,881,997.48","0.01","1,881,997.48","88,043.00","21.38","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"RBA","RITCHIE BROS AUCTIONEERS INC","Industrials","Equity","1,880,383.34","0.01","1,880,383.34","32,607.00","57.67","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Real Estate","Equity","1,874,396.59","0.01","1,874,396.59","483,916.00","3.87","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","1,873,928.00","0.01","1,873,928.00","15,260.00","122.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"000002","CHINA VANKE LTD A","Real Estate","Equity","1,869,153.11","0.01","1,869,153.11","705,296.00","2.65","China","Shenzhen Stock Exchange","USD","6.32","CNY","-"
"ROL","ROLLINS INC","Industrials","Equity","1,864,752.60","0.01","1,864,752.60","57,201.00","32.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RENT3","LOCALIZA RENT A CAR SA","Industrials","Equity","1,862,478.24","0.01","1,862,478.24","170,845.00","10.90","Brazil","XBSP","USD","5.05","BRL","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","1,862,886.90","0.01","1,862,886.90","10,770.00","172.97","United States","NASDAQ","USD","1.00","USD","-"
"NVCR","NOVOCURE LTD","Health Care","Equity","1,849,763.70","0.01","1,849,763.70","26,463.00","69.90","United States","NASDAQ","USD","1.00","USD","-"
"2395","ADVANTECH LTD","Information Technology","Equity","1,846,296.17","0.01","1,846,296.17","144,388.00","12.79","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"2409","AU OPTRONICS CORP","Information Technology","Equity","1,843,980.39","0.01","1,843,980.39","2,460,000.00","0.75","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"1878","DAITO TRUST CONSTRUCTION LTD","Real Estate","Equity","1,842,555.94","0.01","1,842,555.94","17,400.00","105.89","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","1,840,201.79","0.01","1,840,201.79","117,900.00","15.61","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","1,836,678.13","0.01","1,836,678.13","81,233.00","22.61","United States","NASDAQ","USD","1.00","USD","-"
"ALD","AMPOL LTD","Energy","Equity","1,833,063.49","0.01","1,833,063.49","89,274.00","20.53","Australia","Asx - All Markets","USD","1.36","AUD","-"
"003550","LG CORP","Industrials","Equity","1,834,052.68","0.01","1,834,052.68","30,607.00","59.92","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"168","TSINGTAO BREWERY LTD H","Consumer Staples","Equity","1,830,209.90","0.01","1,830,209.90","206,000.00","8.88","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"4185","JSR CORP","Materials","Equity","1,828,275.77","0.01","1,828,275.77","63,100.00","28.97","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"6963","ROHM LTD","Information Technology","Equity","1,828,482.73","0.01","1,828,482.73","24,800.00","73.73","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"036570","NCSOFT CORP","Communication","Equity","1,823,468.35","0.01","1,823,468.35","5,050.00","361.08","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"1177","SINO BIOPHARMACEUTICAL LTD","Health Care","Equity","1,820,249.02","0.01","1,820,249.02","3,207,000.00","0.57","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"ATGL","ADANI TOTAL GAS LTD","Utilities","Equity","1,817,366.31","0.01","1,817,366.31","81,763.00","22.23","India","National Stock Exchange Of India","USD","76.31","INR","-"
"4204","SEKISUI CHEMICAL LTD","Consumer Discretionary","Equity","1,816,605.87","0.01","1,816,605.87","121,700.00","14.93","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","1,815,489.19","0.01","1,815,489.19","598.00","3,035.94","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.75","DKK","-"
"600104","SAIC MOTOR CORP LTD A","Consumer Discretionary","Equity","1,815,931.11","0.01","1,815,931.11","634,513.00","2.86","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","1,813,772.18","0.01","1,813,772.18","44,206.00","41.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFBCOLOM","BANCOLOMBIA PREF SA","Financials","Equity","1,813,597.26","0.01","1,813,597.26","189,559.00","9.57","Colombia","Bolsa De Valores De Colombia","USD","3,782.62","COP","-"
"INTUCH.R","INTOUCH HOLDINGS NON-VOTING DR PCL","Communication","Equity","1,813,123.16","0.01","1,813,123.16","778,000.00","2.33","Thailand","Stock Exchange Of Thailand","USD","33.15","THB","-"
"8953","JAPAN METROPOLITAN FUND INVESTMENT","Real Estate","Equity","1,809,430.43","0.01","1,809,430.43","2,237.00","808.86","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"3626","TIS INC","Information Technology","Equity","1,809,406.29","0.01","1,809,406.29","79,300.00","22.82","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"4005","SUMITOMO CHEMICAL LTD","Materials","Equity","1,803,358.77","0.01","1,803,358.77","404,500.00","4.46","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"3064","MONOTARO LTD","Industrials","Equity","1,803,172.51","0.01","1,803,172.51","86,300.00","20.89","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"VIVT3","TELEFONICA BRASIL SA","Communication","Equity","1,800,897.39","0.01","1,800,897.39","184,872.00","9.74","Brazil","XBSP","USD","5.05","BRL","-"
"006800","DAEWOO SECURITIES","Financials","Equity","1,799,113.49","0.01","1,799,113.49","262,754.00","6.85","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"7911","TOPPAN INC","Industrials","Equity","1,797,392.32","0.01","1,797,392.32","95,700.00","18.78","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"010130","KOREA ZINC INC","Materials","Equity","1,796,558.52","0.01","1,796,558.52","3,851.00","466.52","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"WTC","WISETECHGLOBAL PTY LTD","Information Technology","Equity","1,793,183.54","0.01","1,793,183.54","49,323.00","36.36","Australia","Asx - All Markets","USD","1.36","AUD","-"
"SHP","SHOPRITE HOLDINGS LTD","Consumer Staples","Equity","1,791,113.69","0.01","1,791,113.69","115,038.00","15.57","South Africa","Johannesburg Stock Exchange","USD","15.06","ZAR","-"
"GRF","GRIFOLS SA CLASS A","Health Care","Equity","1,791,708.11","0.01","1,791,708.11","100,469.00","17.83","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"BBNI","BANK NEGARA INDONESIA","Financials","Equity","1,790,149.10","0.01","1,790,149.10","3,287,888.00","0.54","Indonesia","Indonesia Stock Exchange","USD","14,280.00","IDR","-"
"ELISA","ELISA","Communication","Equity","1,787,682.78","0.01","1,787,682.78","32,204.00","55.51","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.91","EUR","-"
"CYBR","CYBER ARK SOFTWARE LTD","Information Technology","Equity","1,786,276.80","0.01","1,786,276.80","11,340.00","157.52","Israel","NASDAQ","USD","1.00","USD","-"
"GRASIM","GRASIM INDUSTRIES LTD","Materials","Equity","1,783,534.79","0.01","1,783,534.79","87,525.00","20.38","India","National Stock Exchange Of India","USD","76.31","INR","-"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Communication","Equity","1,780,967.20","0.01","1,780,967.20","39,932.00","44.60","United States","NASDAQ","USD","1.00","USD","-"
"DIGI","DIGI.COM","Communication","Equity","1,779,586.89","0.01","1,779,586.89","1,886,700.00","0.94","Malaysia","Bursa Malaysia","USD","4.19","MYR","-"
